Supplemental Table 3: Known and putative novel ncNATs and their partner genes. ,,,,,,,
# Note to gene_id prefixes:,,,,,,,
# ENSG* - Ensembl/GENCODE genes,,,,,,,
# NONH* - Noncode genes,,,,,,,
# MSTRG* - Novel genes,,,,,,,
# Other - RefSeq genes,,,,,,,
,gene_id,seqnames,start,end,strand,gene_name,partners
298,ENSG00000273204.1,chr1,100894928,100895356,+,AC104506.1,ENSG00000162694.14
299,ENSG00000235795.1,chr1,100995473,100996260,+,AC093157.2,ENSG00000117543.21
300,ENSG00000233184.7,chr1,101025844,101090513,+,AC093157.1,ENSG00000117543.21
301,ENSG00000230489.1,chr1,107964443,107994607,+,VAV3-AS1,ENSG00000134215.16
302,ENSG00000260879.1,chr1,108199926,108201491,+,AL359258.2,ENSG00000085491.17
303,ENSG00000280186.1,chr1,108200413,108202743,+,AL359258.3,ENSG00000085491.17
304,ENSG00000203897.4,chr1,108857217,108858524,+,SPATA42,ENSG00000162641.20
305,ENSG00000273382.1,chr1,109087971,109090858,-,TMEM167B-DT,ENSG00000215717.7
306,ENSG00000254942.1,chr1,109539906,109543837,-,AL355310.3,ENSG00000156097.12
307,ENSG00000228703.1,chr1,109628417,109630305,-,AL355310.2,ENSG00000116337.20
308,ENSG00000260246.1,chr1,109693117,109693742,-,AC000032.1,ENSG00000134184.13
309,ENSG00000260246.1,chr1,109693117,109693742,-,AC000032.1,ENSG00000213366.13
310,ENSG00000241720.2,chr1,109725820,109775252,+,AL158847.1,ENSG00000134202.11
311,ENSG00000241720.2,chr1,109725820,109775252,+,AL158847.1,ENSG00000198758.11
312,ENSG00000258634.3,chr1,110058340,110062555,+,AL160006.1,ENSG00000156150.9
313,ENSG00000227091.2,chr1,110165948,110172489,-,SLC6A17-AS1,ENSG00000197106.7
314,ENSG00000227963.1,chr1,110286375,110339171,-,RBM15-AS1,ENSG00000162775.17
315,ENSG00000224699.9,chr1,110347116,110443817,+,LAMTOR5-AS1,ENSG00000168679.18
316,ENSG00000224699.9,chr1,110347116,110443817,+,LAMTOR5-AS1,ENSG00000134248.14
317,ENSG00000273373.1,chr1,110370154,110373003,+,AL355488.1,ENSG00000168679.18
318,ENSG00000270380.1,chr1,110456505,110457354,-,AL358215.1,ENSG00000143125.6
319,ENSG00000232811.1,chr1,110943467,110952848,+,AL360270.1,ENSG00000121931.16
320,ENSG00000273010.1,chr1,110963302,110964649,+,AL360270.3,ENSG00000121931.16
321,ENSG00000272982.1,chr1,111181374,111181491,-,AL355816.1,ENSG00000134255.14
322,ENSG00000273221.1,chr1,111184415,111185061,-,AL355816.2,ENSG00000134255.14
323,ENSG00000229283.1,chr1,111317600,111323981,-,AL356387.1,ENSG00000134216.19
324,ENSG00000231346.5,chr1,111599655,111608723,-,LINC01160,ENSG00000116473.14
325,ENSG00000227811.3,chr1,111739579,111747798,+,INKA2-AS1,ENSG00000197852.12
326,ENSG00000284830.1,chr1,111745299,111755537,-,AL049557.1,ENSG00000064703.13
327,ENSG00000237556.1,chr1,111909336,111910931,+,KCND3-AS1,ENSG00000171385.10
328,ENSG00000273483.1,chr1,112517799,112518441,-,AL354760.1,ENSG00000134245.18
329,ENSG00000225075.1,chr1,112693688,112696621,-,AL603832.1,ENSG00000155363.18
330,ENSG00000226419.8,chr1,112956415,113047055,+,SLC16A1-AS1,ENSG00000155380.13
331,ENSG00000231128.6,chr1,113812379,113870159,+,AL137856.1,ENSG00000134242.16
332,ENSG00000231128.6,chr1,113812379,113870159,+,AL137856.1,ENSG00000081019.13
333,ENSG00000226167.1,chr1,113856635,113901237,+,AP4B1-AS1,ENSG00000134242.16
334,ENSG00000226167.1,chr1,113856635,113901237,+,AP4B1-AS1,ENSG00000188761.13
335,ENSG00000226167.1,chr1,113856635,113901237,+,AP4B1-AS1,ENSG00000134262.13
336,ENSG00000235527.7,chr1,113924000,113929495,-,HIPK1-AS1,ENSG00000163349.22
337,ENSG00000228035.1,chr1,115283034,115368072,+,NGF-AS1,ENSG00000134259.6
338,ENSG00000237993.1,chr1,116013813,116017705,-,AL365318.1,ENSG00000163393.13
339,ENSG00000203865.11,chr1,116378437,116421301,-,ATP1A1-AS1,ENSG00000163399.16
340,ENSG00000236137.1,chr1,117025482,117059490,-,AL445231.1,ENSG00000134256.12
341,ENSG00000224238.2,chr1,119047405,119064785,+,WARS2-IT1,ENSG00000116874.12
342,ENSG00000231365.6,chr1,119140391,119275973,+,WARS2-AS1,ENSG00000116874.12
343,ENSG00000273406.1,chr1,120076616,120077091,+,AC245008.1,ENSG00000134250.20
344,ENSG00000234998.1,chr1,121087528,121116676,-,AC244453.3,ENSG00000198019.13
345,ENSG00000233029.3,chr1,121090289,121097655,-,AC244453.2,ENSG00000198019.13
346,ENSG00000230186.3,chr1,143905487,143934776,+,AC246680.1,ENSG00000273213.3
347,ENSG00000244619.2,chr1,145892847,145893483,+,AC243547.1,ENSG00000143127.13
348,ENSG00000234222.6,chr1,145926590,145959179,+,LIX1L-AS1,ENSG00000271601.4
349,ENSG00000234222.6,chr1,145926590,145959179,+,LIX1L-AS1,ENSG00000265241.7
350,ENSG00000278431.1,chr1,145961388,145964422,+,AC243547.2,ENSG00000272031.3
351,ENSG00000237188.5,chr1,147172755,147295734,+,AC242426.2,ENSG00000131781.13
352,ENSG00000278811.4,chr1,147258885,147517875,-,LINC00624,ENSG00000131778.19
353,ENSG00000274415.1,chr1,147757185,147758434,+,AC241644.3,ENSG00000265107.3
354,ENSG00000254913.1,chr1,149006309,149009527,-,AC239802.1,ENSG00000178104.19
355,ENSG00000233030.2,chr1,149785659,149793020,-,AC243772.2,ENSG00000150337.14
356,ENSG00000285184.3,chr1,150045660,150067701,-,AC244033.2,ENSG00000136631.15
357,ENSG00000276110.1,chr1,150255095,150257286,-,AC242988.1,ENSG00000118298.12
358,ENSG00000237781.3,chr1,150548562,150557724,-,ADAMTSL4-AS2,ENSG00000143382.16
359,ENSG00000203804.5,chr1,150560202,150562115,-,ADAMTSL4-AS1,ENSG00000143382.16
360,ENSG00000259357.2,chr1,150965245,150966256,+,AL590133.2,ENSG00000143418.20
361,ENSG00000231073.1,chr1,150973123,150975534,+,AL590133.1,ENSG00000143418.20
362,ENSG00000232671.6,chr1,151279678,151281950,-,ZNF687-AS1,ENSG00000143373.18
363,ENSG00000224645.1,chr1,151340648,151341966,+,AL391069.1,ENSG00000143390.18
364,ENSG00000237976.1,chr1,151346967,151348027,+,RFX5-AS1,ENSG00000143390.18
365,ENSG00000250734.2,chr1,151612038,151613363,-,AL391335.1,ENSG00000143376.14
366,ENSG00000227045.1,chr1,151701026,151708386,+,AL589765.1,ENSG00000159409.15
367,ENSG00000269621.1,chr1,151755541,151759911,+,AL589765.7,ENSG00000143436.11
368,ENSG00000249602.1,chr1,151763384,151769501,-,AL589765.4,ENSG00000143450.18
369,ENSG00000268288.1,chr1,151766486,151767000,-,AL589765.5,ENSG00000143450.18
370,ENSG00000203288.4,chr1,151790804,151794402,+,TDRKH-AS1,ENSG00000182134.16
371,ENSG00000234614.1,chr1,151841877,151850385,+,C2CD4D-AS1,ENSG00000196407.12
372,ENSG00000285651.1,chr1,151885251,151899333,+,AL450992.2,ENSG00000159445.13
373,ENSG00000229021.2,chr1,151994531,152042774,+,AL450992.1,ENSG00000163191.6
374,ENSG00000237975.7,chr1,152168125,152445456,+,FLG-AS1,ENSG00000143536.7
375,ENSG00000237975.7,chr1,152168125,152445456,+,FLG-AS1,ENSG00000143631.11
376,ENSG00000237975.7,chr1,152168125,152445456,+,FLG-AS1,ENSG00000143520.6
377,ENSG00000238279.1,chr1,153533603,153535115,+,BX470102.1,ENSG00000197956.10
378,ENSG00000271853.5,chr1,153626332,153634340,-,AL162258.1,ENSG00000160678.12
379,ENSG00000271853.5,chr1,153626332,153634340,-,AL162258.1,ENSG00000160679.13
380,ENSG00000272030.1,chr1,153631438,153634397,-,AL162258.2,ENSG00000160678.12
381,ENSG00000272030.1,chr1,153631438,153634397,-,AL162258.2,ENSG00000160679.13
382,ENSG00000243613.1,chr1,153746851,153751227,-,AL513523.4,ENSG00000143624.14
383,ENSG00000233222.2,chr1,153750983,153752176,-,AL513523.3,ENSG00000143624.14
384,ENSG00000284738.1,chr1,153923337,153935240,+,AL358472.5,ENSG00000143614.10
385,ENSG00000284738.1,chr1,153923337,153935240,+,AL358472.5,ENSG00000198837.10
386,ENSG00000282386.1,chr1,153964361,153965070,+,AL358472.4,ENSG00000143570.19
387,ENSG00000273026.1,chr1,153966516,153966930,+,AL358472.3,ENSG00000143570.19
388,ENSG00000272654.1,chr1,153977743,153979160,+,AL358472.2,ENSG00000285641.1
389,ENSG00000228013.1,chr1,154402328,154406564,-,IL6R-AS1,ENSG00000160712.13
390,ENSG00000273110.1,chr1,154480012,154481501,+,AL162591.2,ENSG00000169291.10
391,ENSG00000229780.1,chr1,154553609,154555017,+,UBE2Q1-AS1,ENSG00000160714.10
392,ENSG00000233875.1,chr1,154579065,154579663,-,AL592078.1,ENSG00000160716.6
393,ENSG00000271380.1,chr1,154961825,154962623,+,AL451085.2,ENSG00000160691.19
394,ENSG00000271380.1,chr1,154961825,154962623,+,AL451085.2,ENSG00000163348.4
395,ENSG00000232093.1,chr1,155045191,155046118,-,DCST1-AS1,ENSG00000163357.11
396,ENSG00000231064.7,chr1,155195004,155205495,+,THBS3-AS1,ENSG00000169231.13
397,ENSG00000236263.1,chr1,155211151,155213819,-,AC234582.1,ENSG00000173171.15
398,ENSG00000225855.7,chr1,155316863,155324176,-,RUSC1-AS1,ENSG00000160752.15
399,ENSG00000225855.7,chr1,155316863,155324176,-,RUSC1-AS1,ENSG00000160753.16
400,ENSG00000235919.4,chr1,155562042,155563944,+,ASH1L-AS1,ENSG00000116539.14
401,ENSG00000232519.2,chr1,155609776,155610380,-,AL353807.2,ENSG00000125459.17
402,ENSG00000227673.1,chr1,155710098,155710563,-,AL162734.1,ENSG00000132676.16
403,ENSG00000273002.1,chr1,155978799,155982986,+,ARHGEF2-AS2,ENSG00000116584.20
404,ENSG00000224276.1,chr1,155991390,156001787,+,ARHGEF2-AS1,ENSG00000116584.20
405,ENSG00000285677.2,chr1,156001953,156033342,+,AL355388.1,ENSG00000163479.14
406,ENSG00000285677.2,chr1,156001953,156033342,+,AL355388.1,ENSG00000116584.20
407,ENSG00000272405.1,chr1,156641666,156644887,-,AL365181.3,ENSG00000132692.19
408,ENSG00000229953.1,chr1,156646507,156661424,-,AL590666.2,ENSG00000132692.19
409,ENSG00000285570.1,chr1,156689676,156704757,+,AL590666.4,ENSG00000143320.9
410,ENSG00000287624.1,chr1,156768105,156769233,-,AL590666.5,ENSG00000143294.15
411,ENSG00000227217.1,chr1,157691762,157696459,+,AL356276.1,ENSG00000160856.21
412,ENSG00000236656.1,chr1,158474454,158494886,-,AL365440.1,ENSG00000198965.4
413,ENSG00000225670.4,chr1,159194325,159207973,-,CADM3-AS1,ENSG00000162706.13
414,ENSG00000225670.4,chr1,159194325,159207973,-,CADM3-AS1,ENSG00000213088.12
415,ENSG00000228560.1,chr1,159346166,159469068,-,AL513323.1,ENSG00000196184.10
416,ENSG00000272668.2,chr1,159854870,159867685,+,AL590560.3,ENSG00000243284.1
417,ENSG00000272668.2,chr1,159854870,159867685,+,AL590560.3,ENSG00000256029.6
418,ENSG00000225279.2,chr1,160062461,160080769,+,AL121987.1,ENSG00000177807.10
419,ENSG00000227741.1,chr1,160202199,160208869,-,AL121987.2,ENSG00000162734.13
420,ENSG00000228606.3,chr1,160261741,160263328,+,AL139011.1,ENSG00000132716.19
421,ENSG00000234425.1,chr1,160537073,160571458,+,AL138930.1,ENSG00000066294.15
422,ENSG00000228863.8,chr1,160670778,160699761,+,AL121985.1,ENSG00000117091.10
423,ENSG00000198358.4,chr1,160932465,160949922,+,AL354714.1,ENSG00000158764.7
424,ENSG00000228917.1,chr1,161084465,161087571,+,NECTIN4-AS1,ENSG00000143217.9
425,ENSG00000224985.1,chr1,161153760,161159349,-,AL590714.1,ENSG00000143222.12
426,ENSG00000273112.1,chr1,161513176,161605099,+,AL590385.2,ENSG00000203747.12
427,ENSG00000285636.2,chr1,162146709,162175243,-,AL450163.1,ENSG00000198929.13
428,ENSG00000227094.1,chr1,162316852,162317794,-,AL512785.1,ENSG00000198929.13
429,ENSG00000232995.7,chr1,163244505,163321894,-,RGS5,ENSG00000143228.13
430,ENSG00000237756.1,chr1,163259850,163260659,+,AL592435.1,ENSG00000143248.13
431,ENSG00000224702.1,chr1,165210627,165213090,+,LMX1A-AS2,ENSG00000162761.14
432,ENSG00000238022.2,chr1,165215951,165219104,+,LMX1A-AS1,ENSG00000162761.14
433,ENSG00000237463.6,chr1,165476838,165582155,-,LRRC52-AS1,ENSG00000162763.4
434,ENSG00000224358.1,chr1,165768929,165775176,+,TMCO1-AS1,ENSG00000143183.18
435,ENSG00000236364.4,chr1,165889725,165900995,-,AL358115.1,ENSG00000143179.16
436,ENSG00000203307.2,chr1,166081183,166087483,+,FAM78B-AS1,ENSG00000188859.7
437,ENSG00000229588.2,chr1,166165911,166339090,+,AL596087.2,ENSG00000188859.7
438,ENSG00000227907.1,chr1,167052551,167058542,+,AL158837.1,ENSG00000143167.12
439,ENSG00000287218.1,chr1,167455195,167458646,+,AL359962.3,ENSG00000198821.11
440,ENSG00000241666.2,chr1,167627385,167630674,-,AL031733.2,ENSG00000198771.11
441,ENSG00000232194.1,chr1,167820406,167821224,+,Z99943.1,ENSG00000143199.18
442,ENSG00000235575.1,chr1,169310665,169322479,+,Z99758.1,ENSG00000143156.14
443,ENSG00000230704.1,chr1,169762929,169764648,-,AL021940.1,ENSG00000000460.17
444,ENSG00000232959.1,chr1,170024077,170024683,+,AL356475.1,ENSG00000075945.13
445,ENSG00000231407.6,chr1,170460453,170532647,-,GORAB-AS1,ENSG00000120370.13
446,ENSG00000231424.3,chr1,170748573,171251857,-,BX284613.2,ENSG00000007933.13
447,ENSG00000231424.3,chr1,170748573,171251857,-,BX284613.2,ENSG00000010932.17
448,ENSG00000231424.3,chr1,170748573,171251857,-,BX284613.2,ENSG00000094963.14
449,ENSG00000231424.3,chr1,170748573,171251857,-,BX284613.2,ENSG00000117501.14
450,ENSG00000225243.5,chr1,171199244,171227788,-,AL021026.1,ENSG00000094963.14
451,ENSG00000230630.5,chr1,172138397,172144840,-,DNM3OS,ENSG00000197959.14
452,ENSG00000287336.1,chr1,172210711,172213499,-,AL137157.1,ENSG00000197959.14
453,ENSG00000224228.2,chr1,172775905,173064015,+,AL031599.1,ENSG00000120337.9
454,ENSG00000203739.4,chr1,173417793,173489407,-,PRDX6-AS1,ENSG00000117592.9
455,ENSG00000238272.1,chr1,173555251,173612772,+,AL139142.1,ENSG00000183831.7
456,ENSG00000238272.1,chr1,173555251,173612772,+,AL139142.1,ENSG00000162753.13
457,ENSG00000238272.1,chr1,173555251,173612772,+,AL139142.1,ENSG00000285777.1
458,ENSG00000234741.8,chr1,173858559,173868882,-,GAS5,ENSG00000185278.15
459,ENSG00000234741.8,chr1,173858559,173868882,-,GAS5,ENSG00000117593.12
460,ENSG00000227373.6,chr1,174110268,174160165,-,RABGAP1L-DT,ENSG00000152061.23
461,ENSG00000229531.6,chr1,174934947,174954261,-,RABGAP1L-AS1,ENSG00000152061.23
462,ENSG00000287697.1,chr1,174998353,174999623,-,Z99127.3,ENSG00000116161.18
463,ENSG00000260990.1,chr1,175307218,175335459,+,Z94057.1,ENSG00000116147.17
464,ENSG00000286754.1,chr1,176829128,176831841,-,AL031290.1,ENSG00000116183.11
465,ENSG00000273062.1,chr1,178724306,178726285,-,RALGPS2-AS1,ENSG00000116191.17
466,ENSG00000261250.1,chr1,179543201,179548922,-,AL160286.3,ENSG00000162779.22
467,ENSG00000229407.5,chr1,179816184,179818191,-,AL359853.1,ENSG00000143340.6
468,ENSG00000272906.1,chr1,179881607,179882595,-,AL353708.3,ENSG00000143337.19
469,ENSG00000243155.1,chr1,180944042,180976482,-,AL162431.1,ENSG00000135835.12
470,ENSG00000232586.1,chr1,180949699,180954887,-,KIAA1614-AS1,ENSG00000135835.12
471,ENSG00000287808.1,chr1,182837185,182839561,-,AL355999.1,ENSG00000135829.17
472,ENSG00000224468.3,chr1,183138402,183141282,-,LAMC1-AS1,ENSG00000135862.6
473,ENSG00000287929.1,chr1,183252263,183258968,+,AL354953.1,ENSG00000157064.11
474,ENSG00000286372.1,chr1,183372870,183374556,+,AL449223.1,ENSG00000157064.11
475,ENSG00000232860.8,chr1,183460874,183472265,-,SMG7-AS1,ENSG00000116698.21
476,ENSG00000227554.1,chr1,183754418,183754937,-,AL590422.1,ENSG00000143344.16
477,ENSG00000285847.2,chr1,184607599,184672166,-,AL713852.1,ENSG00000116667.15
478,ENSG00000224691.1,chr1,186176814,186177302,-,AL133553.1,ENSG00000143341.12
479,ENSG00000229739.4,chr1,186423481,186521147,+,PDC-AS1,ENSG00000116703.14
480,ENSG00000273129.2,chr1,186680622,186683165,+,PACERR,ENSG00000073756.13
481,ENSG00000225811.1,chr1,190264898,190362270,+,AL354771.1,ENSG00000162670.11
482,ENSG00000285280.2,chr1,192167786,192957713,-,AL390957.1,ENSG00000116741.8
483,ENSG00000285280.2,chr1,192167786,192957713,-,AL390957.1,ENSG00000127074.15
484,ENSG00000285280.2,chr1,192167786,192957713,-,AL390957.1,ENSG00000150681.10
485,ENSG00000285280.2,chr1,192167786,192957713,-,AL390957.1,ENSG00000090104.12
486,ENSG00000285280.2,chr1,192167786,192957713,-,AL390957.1,ENSG00000231767.4
487,ENSG00000230260.1,chr1,197437976,197447469,-,AL136322.1,ENSG00000134376.17
488,ENSG00000224901.1,chr1,197757319,197761965,+,AL365258.1,ENSG00000213047.13
489,ENSG00000261573.1,chr1,198657553,198667061,-,AL157402.2,ENSG00000081237.20
490,ENSG00000230623.6,chr1,200333193,200478669,+,AC104461.1,ENSG00000162702.8
491,ENSG00000260088.1,chr1,200669507,200694250,+,DDX59-AS1,ENSG00000118197.14
492,ENSG00000234132.2,chr1,201031136,201043073,+,AL358473.2,ENSG00000081248.12
493,ENSG00000229821.1,chr1,201222113,201223123,-,AC103925.1,ENSG00000163395.17
494,ENSG00000282221.1,chr1,201399633,201401190,+,AC119427.1,ENSG00000159166.15
495,ENSG00000224536.2,chr1,201507241,201534784,+,AC096677.1,ENSG00000159176.14
496,ENSG00000236390.1,chr1,201673105,201674144,-,AC092800.1,ENSG00000134369.15
497,ENSG00000231871.5,chr1,201688259,201829559,-,IPO9-AS1,ENSG00000198700.10
498,ENSG00000231871.5,chr1,201688259,201829559,-,IPO9-AS1,ENSG00000134369.15
499,ENSG00000235121.1,chr1,201723294,201737506,-,AL645504.1,ENSG00000134369.15
500,ENSG00000223774.5,chr1,201893842,201899978,+,AL513217.1,ENSG00000163431.13
501,ENSG00000234678.2,chr1,201995696,202010463,-,ELF3-AS1,ENSG00000176393.11
502,ENSG00000234678.2,chr1,201995696,202010463,-,ELF3-AS1,ENSG00000163435.16
503,ENSG00000226862.1,chr1,202604268,202605293,+,AC104463.2,ENSG00000143858.12
504,ENSG00000225620.1,chr1,202632428,202632911,+,AC104463.1,ENSG00000143858.12
505,ENSG00000234775.2,chr1,203115468,203128367,-,AC105940.2,ENSG00000163485.17
506,ENSG00000224671.2,chr1,203144694,203152579,-,AC105940.1,ENSG00000163485.17
507,ENSG00000231507.2,chr1,203273221,203288804,+,LINC01353,ENSG00000133063.16
508,ENSG00000286572.1,chr1,204064533,204073965,-,AL592146.2,ENSG00000143842.15
509,ENSG00000261065.1,chr1,204131062,204131966,+,AL592146.1,ENSG00000143845.15
510,ENSG00000230550.2,chr1,204141404,204143327,+,ERLNC1,ENSG00000143845.15
511,ENSG00000231691.2,chr1,204276901,204280363,+,AL592114.3,ENSG00000143850.16
512,ENSG00000226330.1,chr1,204377850,204435846,+,AL606489.1,ENSG00000133056.13
513,ENSG00000226330.1,chr1,204377850,204435846,+,AL606489.1,ENSG00000158615.9
514,ENSG00000240219.1,chr1,204626775,204629712,+,AL512306.2,ENSG00000170382.12
515,ENSG00000228153.1,chr1,204663872,204664613,+,AL161793.1,ENSG00000170382.12
516,ENSG00000225063.1,chr1,205233821,205236867,-,TMCC2-AS1,ENSG00000133069.17
517,ENSG00000226235.1,chr1,205373252,205387440,+,LEMD1-AS1,ENSG00000186007.10
518,ENSG00000224717.1,chr1,205455929,205469024,+,LEMD1-DT,ENSG00000281406.2
519,ENSG00000224717.1,chr1,205455929,205469024,+,LEMD1-DT,ENSG00000186007.10
520,ENSG00000286619.1,chr1,205813322,205896082,+,AC119673.2,ENSG00000133065.11
521,ENSG00000286619.1,chr1,205813322,205896082,+,AC119673.2,ENSG00000162877.13
522,ENSG00000227687.1,chr1,205935128,205935768,+,AL713965.1,ENSG00000174502.19
523,ENSG00000237605.2,chr1,206634196,206635714,-,DYRK3-AS1,ENSG00000143479.17
524,ENSG00000275392.1,chr1,207127010,207127486,-,AL445493.3,ENSG00000123838.11
525,ENSG00000285239.1,chr1,207709024,207711508,-,AL137789.2,ENSG00000197721.17
526,ENSG00000285719.2,chr1,207909992,207917088,+,AL356275.1,ENSG00000174059.17
527,ENSG00000287220.1,chr1,208106102,208107655,+,AL590138.1,ENSG00000076356.7
528,ENSG00000227591.5,chr1,209661364,209724125,-,HSD11B1-AS1,ENSG00000123689.6
529,ENSG00000227591.5,chr1,209661364,209724125,-,HSD11B1-AS1,ENSG00000117594.10
530,ENSG00000203706.8,chr1,210231456,210234047,-,SERTAD4-AS1,ENSG00000082497.12
531,ENSG00000287354.1,chr1,210362861,210366948,-,AL034351.2,ENSG00000054392.13
532,ENSG00000287157.1,chr1,210386657,210394112,-,AL034351.1,ENSG00000054392.13
533,ENSG00000279333.1,chr1,210678315,210681932,+,AC096636.1,ENSG00000143473.13
534,ENSG00000229258.6,chr1,211829636,211853703,+,LPGAT1-AS1,ENSG00000123684.13
535,ENSG00000234915.1,chr1,212299495,212331713,-,AL360091.3,ENSG00000066027.12
536,ENSG00000235862.2,chr1,212624284,212626771,-,AL590648.2,ENSG00000162771.8
537,ENSG00000230461.9,chr1,213817751,213988508,-,PROX1-AS1,ENSG00000117707.16
538,ENSG00000274895.1,chr1,213983793,213986419,-,AC011700.1,ENSG00000117707.16
539,ENSG00000272167.2,chr1,214028891,214030901,-,AL606537.1,ENSG00000117707.16
540,ENSG00000233620.5,chr1,216072465,216086917,+,USH2A-AS2,ENSG00000042781.14
541,ENSG00000236292.1,chr1,216194051,216204366,+,USH2A-AS1,ENSG00000042781.14
542,ENSG00000234070.1,chr1,217781198,217785120,-,SPATA17-AS1,ENSG00000162814.11
543,ENSG00000232480.1,chr1,218344196,218345678,-,TGFB2-AS1,ENSG00000092969.12
544,ENSG00000228063.2,chr1,218983023,219173961,-,LYPLAL1-DT,ENSG00000143353.12
545,ENSG00000257551.1,chr1,220832763,220880140,-,HLX-AS1,ENSG00000136630.13
546,ENSG00000225265.2,chr1,222589825,222593843,+,TAF1A-AS1,ENSG00000143498.18
547,ENSG00000272750.1,chr1,222658867,222661512,-,AL592148.3,ENSG00000154305.18
548,ENSG00000287684.1,chr1,222743356,222773149,-,AL392172.1,ENSG00000197520.10
549,ENSG00000237101.1,chr1,224219613,224228043,+,AC092809.4,ENSG00000143748.18
550,ENSG00000233384.3,chr1,224608130,224616220,-,CNIH3-AS2,ENSG00000143786.8
551,ENSG00000286174.1,chr1,224703272,224712849,-,AL596330.1,ENSG00000143786.8
552,ENSG00000229400.1,chr1,224717504,224730662,-,CNIH3-AS1,ENSG00000143786.8
553,ENSG00000242861.1,chr1,225840883,225846522,-,AL591895.1,ENSG00000143819.13
554,ENSG00000272562.2,chr1,226045561,226061898,-,H3-3A-DT,ENSG00000163041.13
555,ENSG00000234478.1,chr1,226148003,226155071,+,ACBD3-AS1,ENSG00000182827.9
556,ENSG00000228548.1,chr1,226668897,226676345,+,ITPKB-AS1,ENSG00000143772.9
557,ENSG00000233706.1,chr1,226992140,226993206,+,AL353689.2,ENSG00000143776.18
558,ENSG00000230005.2,chr1,227743831,227747191,-,SNAP47-AS1,ENSG00000143740.15
559,ENSG00000162913.10,chr1,228203503,228213664,-,OBSCN-AS1,ENSG00000154358.23
560,ENSG00000269934.3,chr1,228238241,228276066,-,AL353593.1,ENSG00000154358.23
561,ENSG00000270110.2,chr1,228295549,228303002,-,AL353593.2,ENSG00000154358.23
562,ENSG00000287315.1,chr1,228357012,228368554,-,AL670729.3,ENSG00000154358.23
563,ENSG00000270094.1,chr1,228394290,228396967,+,AL670729.1,ENSG00000154370.16
564,ENSG00000231563.2,chr1,228407365,228410870,+,AL139288.1,ENSG00000162931.12
565,ENSG00000177788.6,chr1,229256892,229271242,-,AL162595.1,ENSG00000168118.12
566,ENSG00000237481.1,chr1,229319403,229323087,+,AL117350.1,ENSG00000154429.11
567,ENSG00000227006.2,chr1,230258694,230272100,-,AL136988.2,ENSG00000143641.10
568,ENSG00000224407.1,chr1,230280312,230281893,-,AL136988.1,ENSG00000143641.10
569,ENSG00000244137.1,chr1,230710698,230795492,-,AL512328.1,ENSG00000135773.13
570,ENSG00000223393.2,chr1,230868259,230879141,+,AL118511.1,ENSG00000119280.17
571,ENSG00000233461.6,chr1,231520729,231528618,-,AL445524.1,ENSG00000116918.15
572,ENSG00000229228.1,chr1,231591292,231612090,-,LINC00582,ENSG00000270106.6
573,ENSG00000286071.1,chr1,231767464,231847706,-,AL136171.2,ENSG00000162946.23
574,ENSG00000286071.1,chr1,231767464,231847706,-,AL136171.2,ENSG00000270106.6
575,ENSG00000287921.1,chr1,233904104,233905931,-,AL713868.1,ENSG00000183780.13
576,ENSG00000233332.1,chr1,234212606,234215088,-,AL122008.3,ENSG00000183780.13
