Supplemental Table 9: Dysregulated ncNATs in cancer cohorts (1 marks dysreguated genes in a tissue).,,,,,,,,,
,Liver,Lung,Thyroid Gland,Prostate,Breast,Brain,Bladder,Kidney,Colon
ENSG00000225279.2,0,0,0,0,1,0,0,0,1
ENSG00000225284.1,0,0,0,0,0,0,0,0,0
ENSG00000225299.1,0,0,0,0,0,0,0,0,0
ENSG00000225303.2,0,0,0,0,0,0,0,0,0
ENSG00000225313.5,0,1,1,0,1,0,0,0,0
ENSG00000225315.2,0,1,0,0,0,0,0,1,0
ENSG00000225329.3,1,1,0,0,0,1,1,0,0
ENSG00000225331.1,0,1,0,0,0,0,1,1,0
ENSG00000225335.3,0,0,0,0,0,0,1,1,1
ENSG00000225339.4,0,0,0,0,0,1,0,0,0
ENSG00000225342.2,0,1,1,0,0,0,1,1,0
ENSG00000225350.1,0,0,0,0,0,0,0,0,0
ENSG00000225361.4,0,0,0,0,0,0,0,1,0
ENSG00000225362.10,0,0,0,0,0,0,0,0,0
ENSG00000225365.1,1,1,0,0,0,0,1,0,0
ENSG00000225376.6,0,0,0,0,0,1,0,1,0
ENSG00000225377.6,0,0,0,0,0,0,0,1,0
ENSG00000225386.2,0,0,0,0,1,0,1,0,0
ENSG00000225407.3,0,0,0,0,0,0,0,0,0
ENSG00000225408.1,0,0,0,0,0,1,0,1,0
ENSG00000225417.1,0,0,0,0,0,0,0,0,0
ENSG00000225420.1,0,1,0,0,1,0,0,0,0
ENSG00000225421.2,0,0,0,0,0,0,0,0,1
ENSG00000225434.3,0,1,0,1,0,1,0,0,0
ENSG00000225437.6,0,0,0,0,0,0,0,0,0
ENSG00000225450.1,0,0,0,0,0,0,0,0,0
ENSG00000225457.1,0,0,0,0,0,0,0,1,0
ENSG00000225465.10,0,0,0,0,0,0,0,1,1
ENSG00000225472.2,0,0,0,1,0,1,1,1,1
ENSG00000225473.1,0,0,1,0,0,0,0,0,0
ENSG00000225484.7,0,0,0,0,0,0,0,0,0
ENSG00000225497.5,0,0,0,0,0,0,0,0,0
ENSG00000225498.1,1,0,1,0,1,0,0,1,0
ENSG00000225506.2,1,1,1,1,0,0,1,1,1
ENSG00000225521.1,0,1,1,0,0,0,0,0,0
ENSG00000225527.1,1,0,0,0,0,0,0,0,0
ENSG00000225542.2,0,0,0,0,0,0,0,0,0
ENSG00000225552.1,0,0,0,0,0,0,0,0,0
ENSG00000225555.2,0,1,1,0,1,0,1,0,0
ENSG00000225572.1,0,0,0,0,0,0,0,0,0
ENSG00000225578.1,0,0,0,0,1,0,0,0,0
ENSG00000225602.5,0,0,0,0,1,0,0,0,0
ENSG00000225605.3,0,0,0,0,1,0,0,0,0
ENSG00000225606.1,0,0,0,0,0,0,0,1,1
ENSG00000225610.1,0,0,0,0,0,0,0,0,1
ENSG00000225611.1,0,1,1,0,0,0,0,0,0
ENSG00000225619.1,0,0,0,0,0,0,0,0,0
ENSG00000225620.1,0,0,0,0,0,0,1,0,0
ENSG00000225632.1,0,0,0,0,0,0,0,0,0
ENSG00000225652.2,0,0,0,1,0,0,0,0,0
ENSG00000225670.4,0,1,0,0,1,0,1,0,1
ENSG00000225675.2,0,0,0,0,1,0,0,0,1
ENSG00000225683.6,0,1,0,0,0,1,0,0,0
ENSG00000225706.2,1,0,1,1,0,1,1,1,0
ENSG00000225721.5,0,0,0,0,0,0,0,0,0
ENSG00000225730.1,0,0,0,0,0,0,0,0,0
ENSG00000225731.1,0,0,0,0,1,0,1,0,1
ENSG00000225733.6,0,0,0,0,0,0,0,0,0
ENSG00000225738.2,0,0,0,0,0,0,0,0,0
ENSG00000225744.1,0,0,0,0,0,0,0,0,0
ENSG00000225746.13,0,0,1,1,1,0,1,0,0
ENSG00000225751.2,0,0,0,0,0,0,0,0,0
ENSG00000225752.1,0,0,0,0,0,0,0,0,0
ENSG00000225756.1,1,0,0,0,0,0,0,1,0
ENSG00000225764.2,0,0,0,0,0,1,0,0,0
ENSG00000225767.1,0,0,0,0,0,0,0,0,0
ENSG00000225778.5,1,0,0,1,1,0,0,1,0
ENSG00000225791.7,0,0,0,0,0,0,0,1,0
ENSG00000225792.2,1,1,0,1,1,1,0,0,0
ENSG00000225793.3,0,0,0,0,0,0,0,1,0
ENSG00000225798.1,0,0,0,0,0,0,0,1,0
ENSG00000225806.8,0,0,0,0,0,1,1,0,0
ENSG00000225811.1,0,0,0,0,0,0,0,0,0
ENSG00000225819.1,0,0,0,0,0,0,0,0,0
ENSG00000225822.4,0,0,0,0,1,0,0,0,0
ENSG00000225833.1,0,1,0,0,1,0,0,0,0
ENSG00000225839.2,0,0,0,0,0,0,0,0,0
ENSG00000225850.3,0,0,0,0,0,0,0,0,0
ENSG00000225855.7,0,0,0,0,0,0,0,0,0
ENSG00000225877.1,0,0,0,0,1,1,0,0,0
ENSG00000225885.7,1,0,0,0,1,0,1,0,0
ENSG00000225889.9,0,0,0,0,0,0,0,0,0
ENSG00000225891.2,0,0,0,0,0,0,0,0,1
ENSG00000225903.1,0,0,0,0,0,0,0,0,0
ENSG00000225905.1,0,0,0,0,0,1,0,0,0
ENSG00000225914.3,0,0,0,1,1,1,1,0,1
ENSG00000225924.2,0,0,0,0,0,0,0,0,0
ENSG00000225936.1,1,1,0,0,1,0,1,0,1
ENSG00000225937.3,1,0,0,1,0,0,1,0,0
ENSG00000225951.1,0,0,0,0,0,0,0,0,0
ENSG00000225953.3,1,1,0,0,0,0,0,0,0
ENSG00000225956.1,0,0,0,0,0,0,0,0,0
ENSG00000225963.8,0,0,0,0,1,1,0,0,0
ENSG00000225988.1,0,0,0,0,0,0,0,0,0
ENSG00000226009.2,0,0,0,0,0,0,0,0,0
ENSG00000226012.1,0,0,0,0,1,0,0,0,1
ENSG00000226026.6,0,1,0,0,0,1,0,1,0
ENSG00000226031.5,1,1,0,0,1,0,1,0,0
ENSG00000226083.5,0,0,0,0,0,0,0,0,0
ENSG00000226122.1,0,0,0,0,1,0,0,0,0
ENSG00000226143.1,0,0,0,0,0,0,0,0,0
ENSG00000226149.6,0,0,0,0,0,1,0,0,0
ENSG00000226163.1,0,0,0,0,0,0,0,0,0
ENSG00000226167.1,0,0,0,0,0,0,0,0,0
ENSG00000226180.3,0,0,0,0,0,1,0,0,0
ENSG00000226193.1,0,0,0,0,0,0,0,0,0
ENSG00000226200.7,0,0,0,0,0,0,0,1,0
ENSG00000226235.1,0,0,0,0,0,0,0,0,0
ENSG00000226238.1,1,0,0,0,0,0,0,0,0
ENSG00000226239.2,0,0,0,0,0,0,0,1,0
ENSG00000226245.1,0,0,0,0,0,0,0,0,0
ENSG00000226252.1,0,0,0,0,0,0,0,0,0
ENSG00000226258.7,0,0,0,1,0,1,0,1,0
ENSG00000226263.1,0,0,0,0,0,0,0,0,0
ENSG00000226272.5,0,0,0,0,0,0,0,0,0
ENSG00000226286.1,0,0,0,0,0,0,0,0,0
ENSG00000226291.1,0,0,0,0,0,0,0,0,0
ENSG00000226312.7,0,0,0,0,0,0,1,0,0
ENSG00000226323.1,0,0,0,0,0,0,0,0,0
ENSG00000226330.1,1,0,0,0,0,0,0,0,0
ENSG00000226332.2,0,0,0,0,0,1,0,0,0
ENSG00000226334.1,0,0,0,0,0,0,0,0,0
ENSG00000226352.2,0,0,0,0,1,0,0,0,0
ENSG00000226367.6,0,0,0,0,0,0,0,1,0
ENSG00000226377.2,0,0,0,0,0,1,0,0,0
ENSG00000226387.2,0,0,0,0,0,0,0,0,0
ENSG00000226390.1,0,0,0,0,0,0,0,0,0
ENSG00000226397.8,0,0,0,0,0,0,0,0,0
ENSG00000226416.1,0,0,0,0,0,0,0,0,0
ENSG00000226419.8,0,0,0,0,0,0,1,0,0
ENSG00000226438.1,0,0,0,0,0,0,0,0,0
ENSG00000226440.7,0,0,0,0,0,0,0,0,0
ENSG00000226441.2,0,0,0,0,0,0,0,0,0
ENSG00000226445.2,0,0,1,0,0,1,0,0,0
ENSG00000226455.1,0,0,0,0,0,0,0,0,0
ENSG00000226482.1,0,0,0,0,1,0,0,0,0
ENSG00000226510.1,1,0,0,0,0,0,0,0,0
ENSG00000226522.1,0,0,0,0,0,0,0,0,0
ENSG00000226526.1,0,0,0,0,0,0,1,0,0
ENSG00000226533.1,0,0,0,0,0,0,0,0,0
ENSG00000226571.2,1,0,0,0,0,0,1,1,1
ENSG00000226576.1,0,0,0,0,0,0,0,0,0
ENSG00000226599.1,0,0,0,0,0,0,0,0,0
ENSG00000226604.2,0,0,0,1,0,1,0,1,0
ENSG00000226605.1,0,0,0,0,0,0,0,0,0
ENSG00000226627.2,0,0,0,0,0,0,0,0,0
ENSG00000226645.1,0,0,0,0,0,0,0,0,0
ENSG00000226647.2,0,0,0,0,0,0,0,0,0
ENSG00000226648.2,0,0,0,0,0,0,0,0,0
ENSG00000226659.1,0,0,0,0,0,0,0,0,1
ENSG00000226664.1,0,0,0,0,0,0,0,0,0
ENSG00000226688.7,0,0,0,0,0,0,0,1,0
ENSG00000226696.6,0,0,0,0,0,0,0,0,0
ENSG00000226698.1,0,0,0,0,0,0,0,0,0
ENSG00000226699.1,1,0,0,0,0,0,0,0,0
ENSG00000226706.1,0,0,0,0,0,0,0,0,0
ENSG00000226709.1,0,1,0,0,0,0,0,0,0
ENSG00000226746.2,0,0,1,0,0,1,1,1,0
ENSG00000226747.6,0,0,0,0,0,0,1,1,0
ENSG00000226754.2,0,0,0,0,0,0,0,1,0
ENSG00000226756.1,0,0,1,0,0,0,1,0,0
ENSG00000226757.2,0,1,0,0,0,0,0,0,0
ENSG00000226759.8,0,0,0,0,0,0,0,0,0
ENSG00000226779.1,0,1,0,0,0,0,0,0,0
ENSG00000226797.2,0,0,0,0,0,0,0,0,0
ENSG00000226800.5,1,0,0,0,0,0,1,0,0
ENSG00000226803.9,0,0,1,0,0,0,1,0,0
ENSG00000226806.1,0,0,0,0,1,0,0,0,0
ENSG00000226812.2,1,1,0,0,0,0,0,1,0
ENSG00000226819.1,0,1,0,0,1,0,0,0,0
ENSG00000226833.6,0,0,0,0,0,0,0,1,0
ENSG00000226835.3,0,0,0,0,0,1,0,0,1
ENSG00000226842.1,0,0,0,0,0,0,0,0,0
ENSG00000226849.1,0,0,0,0,1,0,0,0,0
ENSG00000226851.1,0,0,0,0,0,0,0,0,0
ENSG00000226862.1,0,0,1,0,1,1,0,0,1
ENSG00000226869.6,0,0,0,0,0,1,0,1,0
ENSG00000226871.1,0,0,0,0,0,0,0,0,0
ENSG00000226872.2,0,0,0,0,0,0,0,0,0
ENSG00000226876.3,0,0,0,0,0,0,0,0,0
ENSG00000226877.9,0,0,0,0,1,0,0,1,0
ENSG00000226883.1,0,0,0,0,0,0,0,0,0
ENSG00000226890.1,0,0,0,0,0,0,0,0,0
ENSG00000226899.1,0,0,0,0,0,0,0,0,0
ENSG00000226919.4,0,0,0,0,0,0,0,0,0
ENSG00000226925.1,0,0,0,0,0,0,0,0,0
ENSG00000226944.1,1,0,0,0,0,0,0,1,0
ENSG00000226950.8,0,1,0,1,0,0,0,1,0
ENSG00000226953.8,1,0,0,0,0,0,0,0,0
ENSG00000226957.1,0,0,0,0,0,0,0,0,0
ENSG00000226963.1,1,0,0,0,0,0,0,0,0
ENSG00000226978.1,0,0,0,0,0,0,0,0,0
ENSG00000227006.2,0,0,0,0,0,0,0,0,0
ENSG00000227014.6,0,0,1,0,0,0,0,1,0
ENSG00000227028.6,0,0,0,0,0,0,1,1,1
ENSG00000227033.1,0,0,0,0,0,0,0,0,0
ENSG00000227039.6,1,0,0,0,1,1,1,1,0
ENSG00000227045.1,0,0,0,0,0,1,0,0,0
ENSG00000227050.1,0,0,0,0,0,0,0,0,0
ENSG00000227053.1,0,0,0,0,0,0,0,1,0
ENSG00000227068.1,0,0,0,0,0,0,0,1,0
ENSG00000227070.1,1,0,0,1,0,1,0,1,1
ENSG00000227071.1,0,0,0,0,0,0,0,0,0
ENSG00000227091.2,0,0,0,0,0,0,0,0,0
ENSG00000227094.1,0,0,0,0,0,1,0,0,0
ENSG00000227110.7,0,0,0,0,0,1,0,1,1
ENSG00000227117.6,0,0,0,0,1,0,0,0,0
ENSG00000227128.5,0,0,0,0,0,0,0,0,0
ENSG00000227145.2,0,0,0,1,1,1,1,1,0
ENSG00000227155.7,1,0,0,0,0,0,0,1,0
ENSG00000227165.9,0,0,0,0,0,0,0,1,0
ENSG00000227167.1,0,0,0,0,0,0,0,0,0
ENSG00000227170.1,0,0,0,0,0,0,0,0,0
ENSG00000227175.1,0,0,0,0,0,0,0,0,0
ENSG00000227186.1,0,0,0,0,0,0,0,0,0
ENSG00000227188.1,0,0,0,0,0,0,0,0,0
ENSG00000227197.1,0,0,0,0,0,0,0,0,0
ENSG00000227198.1,0,0,0,0,0,0,0,1,0
ENSG00000227199.1,1,0,1,0,0,1,0,0,0
ENSG00000227210.2,0,0,1,0,0,0,1,0,1
ENSG00000227213.1,0,0,0,0,0,0,0,0,0
ENSG00000227217.1,0,0,0,0,0,0,0,0,0
ENSG00000227218.7,0,0,0,0,0,0,0,0,1
ENSG00000227220.1,0,0,0,1,1,0,1,0,0
ENSG00000227227.1,0,0,0,0,0,0,0,0,0
ENSG00000227230.1,0,0,0,0,0,0,0,0,0
ENSG00000227245.1,0,0,0,0,0,0,0,0,0
ENSG00000227253.3,0,0,0,0,0,0,0,0,0
ENSG00000227256.1,0,0,0,0,0,0,1,0,0
ENSG00000227258.6,1,0,1,0,0,0,0,1,1
ENSG00000227274.1,0,0,0,0,0,0,0,0,0
ENSG00000227278.1,0,0,0,0,0,0,0,0,0
ENSG00000227279.1,0,0,0,0,0,0,0,0,0
ENSG00000227303.1,0,0,0,0,0,0,0,0,0
ENSG00000227330.1,0,0,0,0,0,0,0,0,0
ENSG00000227352.1,0,0,0,0,0,0,0,0,0
ENSG00000227354.7,0,1,0,0,0,0,0,1,0
ENSG00000227355.3,0,0,0,1,0,0,0,0,0
ENSG00000227373.6,0,0,0,0,0,0,0,1,0
ENSG00000227375.6,0,0,0,0,0,0,1,1,1
ENSG00000227392.2,0,1,0,0,1,1,0,0,0
ENSG00000227398.4,0,0,0,0,0,0,0,0,0
ENSG00000227407.1,0,0,0,0,0,0,0,0,0
ENSG00000227409.1,0,0,0,0,0,0,0,0,0
ENSG00000227432.1,0,0,0,0,0,1,0,0,0
ENSG00000227466.1,0,0,0,0,0,0,0,0,0
ENSG00000227480.2,0,0,0,0,0,0,0,0,0
ENSG00000227481.1,0,0,0,0,0,0,0,0,0
ENSG00000227484.1,0,0,0,0,1,0,0,0,0
ENSG00000227487.4,1,0,1,0,0,0,0,1,1
ENSG00000227492.2,0,0,0,0,0,0,1,0,0
ENSG00000227495.1,0,0,0,0,0,0,1,0,1
ENSG00000227512.1,0,0,0,0,0,0,0,0,0
ENSG00000227516.1,0,0,0,0,0,0,0,0,0
ENSG00000227528.6,0,0,0,0,0,0,0,0,0
ENSG00000227540.1,1,0,0,0,0,0,1,0,0
ENSG00000227542.1,1,0,0,0,1,0,0,0,1
ENSG00000227543.5,0,0,1,0,0,0,0,1,0
ENSG00000227554.1,0,0,0,0,0,0,0,0,0
ENSG00000227574.2,0,0,0,0,0,0,0,0,0
ENSG00000227588.2,0,0,0,0,0,0,0,0,0
ENSG00000227589.1,0,0,0,0,0,0,0,0,0
ENSG00000227591.5,0,0,0,1,1,1,1,1,0
ENSG00000227599.1,0,0,0,0,0,0,0,0,0
ENSG00000227610.1,0,0,0,0,0,0,0,0,0
ENSG00000227617.9,0,1,0,0,0,0,0,0,0
ENSG00000227627.3,1,0,0,0,0,0,0,0,0
ENSG00000227640.3,0,1,1,0,0,0,1,1,0
ENSG00000227646.7,0,1,1,1,1,0,0,1,0
ENSG00000227660.1,0,0,0,0,0,0,0,0,0
ENSG00000227673.1,0,0,0,0,0,0,0,0,0
ENSG00000227678.8,1,0,0,0,0,0,0,0,0
ENSG00000227687.1,0,0,0,0,1,0,0,0,0
ENSG00000227695.6,1,0,0,1,0,0,1,0,0
ENSG00000227704.1,0,1,1,0,0,0,0,0,0
ENSG00000227705.1,0,0,0,0,0,0,0,0,0
ENSG00000227719.1,0,0,0,0,0,0,0,0,0
ENSG00000227734.1,0,0,0,0,0,0,0,0,0
ENSG00000227741.1,0,0,0,0,0,0,0,0,0
ENSG00000227751.1,0,0,0,0,0,0,0,0,1
ENSG00000227757.3,0,0,0,0,0,0,0,1,0
ENSG00000227769.7,1,0,1,0,0,1,1,0,0
ENSG00000227782.2,0,0,0,0,1,0,0,0,1
ENSG00000227803.2,0,0,0,0,0,0,0,0,0
ENSG00000227811.3,1,0,0,1,0,0,0,0,0
ENSG00000227848.1,0,0,0,0,0,0,0,0,0
ENSG00000227885.3,1,0,0,0,0,1,0,0,0
ENSG00000227906.8,0,0,0,1,0,0,0,0,0
ENSG00000227907.1,0,0,0,0,0,0,0,0,0
ENSG00000227914.3,0,0,0,1,0,0,1,0,0
ENSG00000227929.4,0,0,0,0,0,0,0,0,0
ENSG00000227933.1,0,0,0,1,0,0,0,0,0
ENSG00000227935.1,0,0,0,0,0,0,0,0,0
ENSG00000227945.1,0,0,0,0,0,1,0,0,0
ENSG00000227946.1,0,0,0,0,0,0,0,0,0
ENSG00000227954.7,0,0,0,1,0,0,1,1,1
ENSG00000227959.1,0,0,1,0,0,0,0,0,1
ENSG00000227963.1,1,0,0,0,0,0,0,0,0
ENSG00000228005.1,0,0,0,0,0,0,0,0,0
ENSG00000228008.1,0,0,0,0,0,0,0,1,0
ENSG00000228010.6,0,0,0,0,0,0,0,0,0
ENSG00000228013.1,0,0,0,1,0,0,1,0,1
ENSG00000228016.1,1,0,0,0,0,0,0,0,0
ENSG00000228022.6,0,0,0,0,0,0,0,1,1
ENSG00000228027.1,0,1,0,0,0,0,0,0,0
ENSG00000228028.2,0,0,0,0,0,0,0,0,0
ENSG00000228035.1,0,0,0,0,1,0,1,0,0
ENSG00000228048.1,0,0,0,0,0,0,0,0,0
ENSG00000228060.3,0,0,0,0,0,0,0,0,0
ENSG00000228063.2,1,0,1,0,0,0,1,1,1
ENSG00000228073.1,0,0,0,0,0,0,0,0,0
ENSG00000228082.1,0,0,0,0,0,0,0,0,0
ENSG00000228084.1,0,0,0,0,0,1,0,1,0
ENSG00000228086.1,0,0,0,0,0,0,0,1,0
ENSG00000228108.1,0,0,0,0,0,0,0,0,0
ENSG00000228109.1,0,0,0,0,0,0,0,1,0
ENSG00000228113.7,0,0,0,1,0,1,0,0,1
ENSG00000228124.1,0,0,0,0,0,0,0,0,0
ENSG00000228133.3,0,0,0,0,0,0,0,1,0
ENSG00000228137.1,1,1,0,0,0,0,1,0,0
ENSG00000228150.1,0,1,0,0,0,0,0,1,1
ENSG00000228153.1,0,0,0,0,0,0,0,0,0
ENSG00000228156.1,0,0,0,0,0,0,0,0,0
ENSG00000228165.1,0,0,0,0,0,0,0,0,0
ENSG00000228170.1,0,0,0,0,1,0,0,0,0
ENSG00000228172.5,0,0,0,0,0,0,0,0,0
ENSG00000228174.7,0,0,0,0,0,0,0,0,0
ENSG00000228192.8,0,1,0,0,0,0,0,1,0
ENSG00000228201.1,0,0,0,0,0,0,0,0,0
ENSG00000228203.7,1,1,0,0,1,1,1,0,1
ENSG00000228204.2,0,0,0,0,0,0,0,0,0
ENSG00000228213.5,0,0,0,0,0,0,0,0,0
ENSG00000228231.2,0,0,0,0,0,0,0,0,0
ENSG00000228237.5,0,0,0,0,0,0,0,0,0
ENSG00000228242.6,0,1,0,0,0,0,0,0,0
ENSG00000228261.1,0,0,0,0,0,0,1,0,0
ENSG00000228274.4,1,1,0,0,0,0,0,1,0
ENSG00000228275.1,0,0,0,0,1,1,0,0,0
ENSG00000228290.7,0,0,0,0,0,0,0,0,0
ENSG00000228302.2,0,0,0,0,0,0,0,0,0
ENSG00000228315.12,0,0,0,0,0,0,0,1,0
ENSG00000228317.2,0,0,0,0,1,0,0,1,0
ENSG00000228318.3,0,0,0,0,0,0,0,0,0
ENSG00000228322.1,0,0,0,0,0,0,0,1,0
ENSG00000228323.2,0,0,1,0,1,0,1,0,0
ENSG00000228329.3,0,0,0,0,0,0,0,0,0
ENSG00000228343.1,0,0,0,0,0,0,0,0,0
ENSG00000228352.2,1,0,0,0,0,0,0,0,0
ENSG00000228363.2,0,0,0,0,0,0,0,1,0
ENSG00000228368.1,0,0,0,0,0,0,0,0,0
ENSG00000228369.2,0,0,0,0,0,0,0,0,0
ENSG00000228372.8,0,0,0,0,0,0,0,0,0
ENSG00000228384.4,0,0,0,0,0,0,0,0,0
ENSG00000228386.2,0,0,0,0,0,0,0,0,0
ENSG00000228395.2,0,0,0,0,0,0,0,0,0
ENSG00000228397.3,0,0,0,0,0,0,0,0,0
ENSG00000228401.5,1,1,0,0,1,0,1,1,1
ENSG00000228404.1,0,0,0,0,0,0,1,0,0
ENSG00000228412.9,0,0,0,1,0,1,0,1,0
ENSG00000228417.1,0,0,0,0,0,0,0,0,0
ENSG00000228421.2,0,1,0,0,0,0,0,0,0
ENSG00000228434.1,0,0,0,0,0,0,0,0,0
ENSG00000228436.3,0,0,0,0,0,0,0,0,0
ENSG00000228452.1,0,0,0,0,0,0,0,0,0
ENSG00000228481.1,0,0,0,0,0,0,0,0,0
ENSG00000228484.3,0,0,0,0,0,0,1,0,0
ENSG00000228487.2,0,0,0,0,0,0,0,0,0
ENSG00000228506.2,0,0,0,0,0,0,0,0,0
ENSG00000228509.6,1,1,0,0,1,0,1,1,1
ENSG00000228543.1,0,0,0,0,0,0,0,0,0
ENSG00000228544.1,0,0,0,0,0,0,0,1,0
ENSG00000228548.1,0,0,0,0,0,0,0,0,0
ENSG00000228553.1,0,0,0,0,0,0,0,0,0
ENSG00000228554.1,0,0,0,0,0,0,0,0,0
ENSG00000228560.1,0,0,0,0,0,0,0,0,0
ENSG00000228598.1,0,0,0,0,0,0,0,0,0
ENSG00000228604.3,0,0,0,0,0,0,0,0,0
ENSG00000228606.3,0,0,0,0,0,0,0,0,0
ENSG00000228620.1,0,0,0,0,0,0,0,0,0
ENSG00000228624.7,0,0,0,0,0,1,0,1,0
ENSG00000228629.2,0,1,0,1,0,0,1,0,0
ENSG00000228630.5,1,1,0,0,1,1,0,1,1
ENSG00000228634.1,0,0,0,0,0,0,0,0,0
ENSG00000228643.1,0,0,0,0,0,0,0,1,0
ENSG00000228661.1,0,0,0,0,0,0,0,0,0
ENSG00000228677.1,0,0,0,0,0,0,0,0,0
ENSG00000228680.1,0,0,0,0,0,0,0,0,0
ENSG00000228689.8,0,0,0,0,0,0,0,0,0
ENSG00000228703.1,0,0,0,0,0,0,0,0,0
ENSG00000228723.6,0,1,0,0,0,0,0,0,0
ENSG00000228737.2,0,0,0,0,0,0,0,0,0
ENSG00000228740.3,0,0,0,0,0,0,0,0,0
ENSG00000228748.2,0,0,0,0,0,0,0,0,0
ENSG00000228763.1,0,0,0,0,0,0,0,0,0
ENSG00000228775.8,0,0,0,0,0,1,0,1,0
ENSG00000228779.1,0,0,0,0,0,0,0,0,0
ENSG00000228791.8,0,0,1,0,1,0,0,1,1
ENSG00000228802.1,0,0,0,0,0,0,0,0,0
ENSG00000228804.5,0,0,0,0,0,0,0,0,0
ENSG00000228812.7,0,0,1,1,0,0,0,0,0
ENSG00000228824.7,1,0,1,0,1,0,0,0,0
ENSG00000228830.1,0,0,0,0,0,0,0,0,0
ENSG00000228835.1,0,0,0,1,0,0,1,0,0
ENSG00000228838.1,0,0,0,0,0,0,0,0,0
ENSG00000228839.5,0,0,0,0,0,1,0,0,0
ENSG00000228842.3,1,0,0,0,0,0,0,0,0
ENSG00000228843.2,0,0,0,0,0,0,0,0,0
ENSG00000228863.8,0,0,0,0,1,0,1,0,0
ENSG00000228917.1,0,0,0,0,1,0,1,0,0
ENSG00000228919.5,0,0,0,0,0,0,1,0,0
ENSG00000228925.1,0,0,0,0,0,0,0,0,0
ENSG00000228956.8,1,1,0,0,1,0,0,0,0
ENSG00000228988.1,0,0,0,0,0,0,0,0,0
ENSG00000229005.2,1,0,0,0,0,0,0,1,0
ENSG00000229021.2,0,1,0,0,0,1,0,1,1
ENSG00000229042.2,0,0,0,0,0,0,0,0,0
ENSG00000229043.3,0,0,0,0,0,0,0,0,0
ENSG00000229044.1,0,0,0,0,0,0,0,0,0
ENSG00000229047.1,0,0,0,0,0,0,0,0,0
ENSG00000229056.2,0,0,0,0,0,1,1,1,0
ENSG00000229065.1,1,0,0,0,0,0,0,0,0
ENSG00000229105.1,0,0,0,0,0,0,0,0,0
ENSG00000229111.1,0,1,0,0,1,0,0,0,0
ENSG00000229124.7,1,0,0,1,0,1,1,1,0
ENSG00000229127.2,0,0,0,0,0,0,0,0,0
ENSG00000229151.2,0,1,0,0,0,0,0,0,1
ENSG00000229153.5,0,1,0,0,0,0,0,0,0
ENSG00000229154.2,0,0,0,0,0,0,0,0,0
ENSG00000229162.1,0,1,0,0,0,0,0,1,0
ENSG00000229167.2,0,1,0,1,0,0,1,0,0
ENSG00000229188.2,0,0,0,0,0,0,0,0,0
ENSG00000229190.1,0,0,0,1,0,0,0,0,0
ENSG00000229205.5,0,0,0,0,0,1,0,0,0
ENSG00000229228.1,0,0,0,0,0,0,0,0,1
ENSG00000229240.9,0,0,0,0,0,0,0,0,0
ENSG00000229257.2,0,0,0,0,0,0,0,1,0
ENSG00000229258.6,1,0,1,0,0,0,0,0,0
ENSG00000229261.1,0,0,0,0,0,0,0,0,1
ENSG00000229267.3,1,1,0,0,0,1,0,1,1
ENSG00000229276.1,0,0,0,0,0,1,1,0,0
ENSG00000229283.1,0,0,0,0,0,0,0,0,0
ENSG00000229294.1,0,0,0,0,0,0,0,0,0
ENSG00000229299.2,0,0,1,0,0,0,0,1,0
ENSG00000229312.2,0,1,0,0,1,0,0,0,0
ENSG00000229313.1,0,0,0,0,0,0,0,0,0
ENSG00000229315.7,0,0,0,0,0,0,0,0,0
ENSG00000229327.1,0,0,0,0,0,0,0,0,0
ENSG00000229334.1,0,0,1,0,0,0,0,0,0
ENSG00000229337.2,0,0,1,0,0,0,0,0,0
ENSG00000229348.1,0,0,1,0,0,0,0,0,0
ENSG00000229372.1,0,0,0,0,0,0,0,0,0
ENSG00000229380.1,0,0,0,0,0,0,0,1,1
ENSG00000229385.2,0,0,0,0,0,0,0,0,0
ENSG00000229393.1,0,0,0,0,0,0,0,1,0
ENSG00000229400.1,0,0,0,0,0,1,0,0,0
ENSG00000229407.5,0,0,0,0,0,0,0,0,0
ENSG00000229414.2,0,1,0,0,1,0,0,0,0
ENSG00000229418.2,0,0,0,0,0,0,0,0,0
ENSG00000229431.1,0,0,0,0,0,0,0,0,0
ENSG00000229444.1,0,0,0,0,0,0,0,0,0
ENSG00000229452.1,0,0,0,0,0,0,0,0,0
ENSG00000229458.2,0,0,0,0,0,0,0,0,0
ENSG00000229487.1,0,0,0,0,0,0,0,0,0
ENSG00000229491.5,0,0,0,0,0,1,0,0,0
ENSG00000229502.5,0,0,0,0,0,0,0,0,0
ENSG00000229521.2,0,0,0,0,0,0,0,0,0
ENSG00000229525.1,1,1,0,0,0,0,1,0,0
ENSG00000229531.6,0,0,0,0,0,0,0,0,0
ENSG00000229533.1,0,0,0,0,0,0,0,0,0
ENSG00000229539.1,1,0,0,0,0,0,0,0,0
ENSG00000229558.2,0,0,0,0,1,1,1,0,0
ENSG00000229588.2,0,1,0,0,1,0,0,0,0
ENSG00000229589.1,0,0,0,0,0,0,0,1,0
ENSG00000229591.1,0,0,0,0,0,1,0,0,0
ENSG00000229619.4,0,0,1,1,0,0,1,0,1
ENSG00000229647.2,0,1,0,0,0,0,1,1,1
ENSG00000229656.7,1,1,0,0,0,0,0,1,0
ENSG00000229664.1,1,0,0,0,1,0,0,0,0
ENSG00000229666.1,0,0,0,0,1,0,0,0,0
