Supplemental Table 5: ncNATs tissue association.,,,
gene_id,gene_name,tissue,type
ENSG00000262624.1,AC113189.1,Adrenal Gland_Normal,group_enhanced
ENSG00000262769.1,AC025627.1,Adrenal Gland_Normal,group_enhanced
ENSG00000263271.1,AC110285.4,Adrenal Gland_Normal,group_enhanced
ENSG00000263301.1,AC113189.3,Adrenal Gland_Normal,group_enhanced
ENSG00000264785.1,AC005722.4,Adrenal Gland_Normal,group_enhanced
ENSG00000265254.1,AC015917.2,Adrenal Gland_Normal,group_enhanced
ENSG00000266010.2,GATA6-AS1,Adrenal Gland_Normal,group_enhanced
ENSG00000266401.2,AP002478.1,Adrenal Gland_Normal,group_enhanced
ENSG00000268592.3,RAET1E-AS1,Adrenal Gland_Normal,group_enhanced
ENSG00000269980.1,AC068768.1,Adrenal Gland_Normal,group_enhanced
ENSG00000270412.1,AL136084.2,Adrenal Gland_Normal,group_enhanced
ENSG00000272405.1,AL365181.3,Adrenal Gland_Normal,group_enhanced
ENSG00000277010.1,AC120498.10,Adrenal Gland_Normal,group_enhanced
ENSG00000278722.1,AL445288.1,Adrenal Gland_Normal,group_enhanced
ENSG00000279444.1,AC135584.1,Adrenal Gland_Normal,group_enhanced
ENSG00000282816.1,AC000035.1,Adrenal Gland_Normal,group_enhanced
ENSG00000286362.1,AP005717.2,Adrenal Gland_Normal,group_enhanced
ENSG00000287287.1,AL133476.1,Adrenal Gland_Normal,group_enhanced
ENSG00000287315.1,AL670729.3,Adrenal Gland_Normal,group_enhanced
ENSG00000287494.1,AC069368.2,Adrenal Gland_Normal,group_enhanced
LOC107986594,NA,Adrenal Gland_Normal,group_enhanced
LOC107987299,NA,Adrenal Gland_Normal,group_enhanced
LOC124901470,NA,Adrenal Gland_Normal,group_enhanced
LOC124901733,NA,Adrenal Gland_Normal,group_enhanced
LOC124902753,NA,Adrenal Gland_Normal,group_enhanced
LOC124903208,NA,Adrenal Gland_Normal,group_enhanced
LOC124904599,NA,Adrenal Gland_Normal,group_enhanced
MSTRG.SL.chr1.233,NA,Adrenal Gland_Normal,group_enhanced
MSTRG.SL.chr10.162,NA,Adrenal Gland_Normal,group_enhanced
MSTRG.SL.chr11.143,NA,Adrenal Gland_Normal,group_enhanced
MSTRG.SL.chr11.171,NA,Adrenal Gland_Normal,group_enhanced
MSTRG.SL.chr14.64,NA,Adrenal Gland_Normal,group_enhanced
MSTRG.SL.chr14.65,NA,Adrenal Gland_Normal,group_enhanced
MSTRG.SL.chr16.117,NA,Adrenal Gland_Normal,group_enhanced
MSTRG.SL.chr16.3,NA,Adrenal Gland_Normal,group_enhanced
MSTRG.SL.chr16.70,NA,Adrenal Gland_Normal,group_enhanced
MSTRG.SL.chr19.100,NA,Adrenal Gland_Normal,group_enhanced
MSTRG.SL.chr19.183,NA,Adrenal Gland_Normal,group_enhanced
MSTRG.SL.chr2.10,NA,Adrenal Gland_Normal,group_enhanced
MSTRG.SL.chr21.21,NA,Adrenal Gland_Normal,group_enhanced
MSTRG.SL.chr6.4,NA,Adrenal Gland_Normal,group_enhanced
MSTRG.SL.chrX.88,NA,Adrenal Gland_Normal,group_enhanced
NONHSAG012652.2,NA,Adrenal Gland_Normal,group_enhanced
NONHSAG051461.2,NA,Adrenal Gland_Normal,group_enhanced
NONHSAG055235.2,NA,Adrenal Gland_Normal,group_enhanced
NONHSAG057000.1,NA,Adrenal Gland_Normal,group_enhanced
NONHSAG057529.1,NA,Adrenal Gland_Normal,group_enhanced
NONHSAG057530.1,NA,Adrenal Gland_Normal,group_enhanced
NONHSAG064595.1,NA,Adrenal Gland_Normal,group_enhanced
NONHSAG065692.1,NA,Adrenal Gland_Normal,group_enhanced
NONHSAG065693.1,NA,Adrenal Gland_Normal,group_enhanced
NONHSAG068823.1,NA,Adrenal Gland_Normal,group_enhanced
NONHSAG069027.1,NA,Adrenal Gland_Normal,group_enhanced
NONHSAG070494.1,NA,Adrenal Gland_Normal,group_enhanced
NONHSAG071884.1,NA,Adrenal Gland_Normal,group_enhanced
NONHSAG072870.1,NA,Adrenal Gland_Normal,group_enhanced
NONHSAG073912.1,NA,Adrenal Gland_Normal,group_enhanced
NONHSAG085507.1,NA,Adrenal Gland_Normal,group_enhanced
NONHSAG085834.1,NA,Adrenal Gland_Normal,group_enhanced
NONHSAG094148.2,NA,Adrenal Gland_Normal,group_enhanced
NONHSAG096714.2,NA,Adrenal Gland_Normal,group_enhanced
NONHSAG106358.1,NA,Adrenal Gland_Normal,group_enhanced
NONHSAG108163.1,NA,Adrenal Gland_Normal,group_enhanced
NONHSAG108723.1,NA,Adrenal Gland_Normal,group_enhanced
NONHSAG110119.1,NA,Adrenal Gland_Normal,group_enhanced
NONHSAG110744.1,NA,Adrenal Gland_Normal,group_enhanced
NONHSAG113566.1,NA,Adrenal Gland_Normal,group_enhanced
ENSG00000254501.1,AP003068.1,Adrenal Gland_Normal,enriched
ENSG00000257732.1,AC089983.1,Adrenal Gland_Normal,enriched
LOC105375091,NA,Adrenal Gland_Normal,enriched
MSTRG.SL.chr1.204,NA,Adrenal Gland_Normal,enriched
NONHSAG077941.1,NA,Adrenal Gland_Normal,enriched
ENSG00000227071.1,FOCAD-AS1,Adrenal Gland_Normal,enhanced
ENSG00000231170.7,AC002451.1,Adrenal Gland_Normal,enhanced
ENSG00000231636.1,AGBL5-AS1,Adrenal Gland_Normal,enhanced
ENSG00000233849.1,AC022201.2,Adrenal Gland_Normal,enhanced
ENSG00000237149.5,ZNF503-AS2,Adrenal Gland_Normal,enhanced
ENSG00000271853.5,AL162258.1,Adrenal Gland_Normal,enhanced
ENSG00000279660.1,AC005703.5,Adrenal Gland_Normal,enhanced
ENSG00000285971.1,AC023095.1,Adrenal Gland_Normal,enhanced
LOC105370726,NA,Adrenal Gland_Normal,enhanced
LOC124904650,NA,Adrenal Gland_Normal,enhanced
LOC124904742,NA,Adrenal Gland_Normal,enhanced
MSTRG.SL.chr12.152,NA,Adrenal Gland_Normal,enhanced
MSTRG.SL.chr17.165,NA,Adrenal Gland_Normal,enhanced
MSTRG.SL.chr17.56,NA,Adrenal Gland_Normal,enhanced
MSTRG.SL.chr2.83,NA,Adrenal Gland_Normal,enhanced
MSTRG.SL.chr6.11,NA,Adrenal Gland_Normal,enhanced
MSTRG.SL.chr6.2,NA,Adrenal Gland_Normal,enhanced
NONHSAG018197.2,NA,Adrenal Gland_Normal,enhanced
NONHSAG043031.3,NA,Adrenal Gland_Normal,enhanced
NONHSAG076570.1,NA,Adrenal Gland_Normal,enhanced
NONHSAG076598.2,NA,Adrenal Gland_Normal,enhanced
NONHSAG112279.1,NA,Adrenal Gland_Normal,enhanced
NONHSAG112773.1,NA,Adrenal Gland_Normal,enhanced
ENSG00000232057.1,AC093390.1,Aorta_Normal,specific
ENSG00000237938.5,AL450998.2,Aorta_Normal,specific
ENSG00000249906.1,AC006487.1,Aorta_Normal,specific
ENSG00000250310.2,AC006487.2,Aorta_Normal,specific
ENSG00000260880.5,HCCAT5,Aorta_Normal,specific
ENSG00000267690.1,LDLRAD4-AS1,Aorta_Normal,specific
LOC124901285,NA,Aorta_Normal,specific
MSTRG.SL.chr10.145,NA,Aorta_Normal,specific
MSTRG.SL.chr17.42,NA,Aorta_Normal,specific
MSTRG.SL.chr6.180,NA,Aorta_Normal,specific
MSTRG.SL.chr9.118,NA,Aorta_Normal,specific
NONHSAG001388.2,NA,Aorta_Normal,specific
NONHSAG043876.2,NA,Aorta_Normal,specific
NONHSAG078533.1,NA,Aorta_Normal,specific
NONHSAG078566.1,NA,Aorta_Normal,specific
NONHSAG113387.1,NA,Aorta_Normal,specific
ENSG00000272149.1,AC112211.1,Aorta_Normal,group_enriched
ENSG00000286459.1,AP006287.3,Aorta_Normal,group_enriched
ENSG00000286518.1,AL354743.1,Aorta_Normal,group_enriched
ENSG00000287159.1,AL356737.2,Aorta_Normal,group_enriched
LOC102723490,NA,Aorta_Normal,group_enriched
MSTRG.SL.chr17.40,NA,Aorta_Normal,group_enriched
MSTRG.SL.chr20.40,NA,Aorta_Normal,group_enriched
MSTRG.SL.chrX.86,NA,Aorta_Normal,group_enriched
NONHSAG058205.1,NA,Aorta_Normal,group_enriched
NONHSAG065275.2,NA,Aorta_Normal,group_enriched
NONHSAG079363.1,NA,Aorta_Normal,group_enriched
NONHSAG087694.1,NA,Aorta_Normal,group_enriched
NONHSAG103911.1,NA,Aorta_Normal,group_enriched
ENSG00000198491.3,AC007920.1,Aorta_Normal,group_enhanced
ENSG00000203804.5,ADAMTSL4-AS1,Aorta_Normal,group_enhanced
ENSG00000203930.12,LINC00632,Aorta_Normal,group_enhanced
ENSG00000214559.3,AC019077.1,Aorta_Normal,group_enhanced
ENSG00000223652.2,AC106786.1,Aorta_Normal,group_enhanced
ENSG00000224116.7,INHBA-AS1,Aorta_Normal,group_enhanced
ENSG00000224658.1,AL513164.1,Aorta_Normal,group_enhanced
ENSG00000224661.1,AC010907.1,Aorta_Normal,group_enhanced
ENSG00000224666.3,ETV7-AS1,Aorta_Normal,group_enhanced
ENSG00000224746.2,AC015987.1,Aorta_Normal,group_enhanced
ENSG00000224897.8,POT1-AS1,Aorta_Normal,group_enhanced
ENSG00000225331.1,LINC01678,Aorta_Normal,group_enhanced
ENSG00000225407.3,AC025188.1,Aorta_Normal,group_enhanced
ENSG00000225472.2,AL136366.1,Aorta_Normal,group_enhanced
ENSG00000226263.1,ISM1-AS1,Aorta_Normal,group_enhanced
ENSG00000226286.1,AL008733.1,Aorta_Normal,group_enhanced
ENSG00000226800.5,CACTIN-AS1,Aorta_Normal,group_enhanced
ENSG00000228035.1,NGF-AS1,Aorta_Normal,group_enhanced
ENSG00000228275.1,ARMCX3-AS1,Aorta_Normal,group_enhanced
ENSG00000228643.1,AC079779.2,Aorta_Normal,group_enhanced
ENSG00000229044.1,AL451070.1,Aorta_Normal,group_enhanced
ENSG00000229619.4,MBNL1-AS1,Aorta_Normal,group_enhanced
ENSG00000229901.1,FOXO6-AS1,Aorta_Normal,group_enhanced
ENSG00000231880.2,KF459542.1,Aorta_Normal,group_enhanced
ENSG00000231985.1,AL354949.1,Aorta_Normal,group_enhanced
ENSG00000232518.3,AC074366.1,Aorta_Normal,group_enhanced
ENSG00000232725.1,U52111.1,Aorta_Normal,group_enhanced
ENSG00000233818.1,AP000695.2,Aorta_Normal,group_enhanced
ENSG00000233928.6,AL591501.1,Aorta_Normal,group_enhanced
ENSG00000235934.2,AC007405.2,Aorta_Normal,group_enhanced
ENSG00000236045.1,AL031283.2,Aorta_Normal,group_enhanced
ENSG00000236394.2,AL807752.4,Aorta_Normal,group_enhanced
ENSG00000236466.2,AL035670.1,Aorta_Normal,group_enhanced
ENSG00000237781.3,ADAMTSL4-AS2,Aorta_Normal,group_enhanced
ENSG00000237928.6,NFIA-AS2,Aorta_Normal,group_enhanced
ENSG00000243018.1,AC005486.1,Aorta_Normal,group_enhanced
ENSG00000244124.1,ATP1B3-AS1,Aorta_Normal,group_enhanced
ENSG00000244513.7,AC109587.1,Aorta_Normal,group_enhanced
ENSG00000244558.6,KCNK15-AS1,Aorta_Normal,group_enhanced
ENSG00000244945.1,RUFY1-AS1,Aorta_Normal,group_enhanced
ENSG00000245598.6,DACT3-AS1,Aorta_Normal,group_enhanced
ENSG00000245869.2,AP004609.1,Aorta_Normal,group_enhanced
ENSG00000246090.7,AP002026.1,Aorta_Normal,group_enhanced
ENSG00000248429.5,FAM198B-AS1,Aorta_Normal,group_enhanced
ENSG00000249001.5,AC093895.1,Aorta_Normal,group_enhanced
ENSG00000249307.7,LINC01088,Aorta_Normal,group_enhanced
ENSG00000249786.7,EAF1-AS1,Aorta_Normal,group_enhanced
ENSG00000250091.3,DNAH10OS,Aorta_Normal,group_enhanced
ENSG00000250354.1,AC069272.1,Aorta_Normal,group_enhanced
ENSG00000250410.1,AC112722.1,Aorta_Normal,group_enhanced
ENSG00000250431.1,AC105914.2,Aorta_Normal,group_enhanced
ENSG00000250538.6,AC104407.1,Aorta_Normal,group_enhanced
ENSG00000253852.1,AC011383.1,Aorta_Normal,group_enhanced
ENSG00000254138.1,AC113386.1,Aorta_Normal,group_enhanced
ENSG00000254563.1,AP002768.1,Aorta_Normal,group_enhanced
ENSG00000255811.1,AL121988.1,Aorta_Normal,group_enhanced
ENSG00000255920.3,CCND2-AS1,Aorta_Normal,group_enhanced
ENSG00000256508.2,MRGPRF-AS1,Aorta_Normal,group_enhanced
ENSG00000257042.1,AC008011.2,Aorta_Normal,group_enhanced
ENSG00000258260.1,AC073896.5,Aorta_Normal,group_enhanced
ENSG00000259426.6,AC027237.3,Aorta_Normal,group_enhanced
ENSG00000259668.6,AC066613.1,Aorta_Normal,group_enhanced
ENSG00000259678.1,AC066613.2,Aorta_Normal,group_enhanced
ENSG00000260944.1,FOXC2-AS1,Aorta_Normal,group_enhanced
ENSG00000262791.1,AC130343.1,Aorta_Normal,group_enhanced
ENSG00000264982.1,AC015563.2,Aorta_Normal,group_enhanced
ENSG00000265359.1,AC004231.3,Aorta_Normal,group_enhanced
ENSG00000265664.1,AC005544.2,Aorta_Normal,group_enhanced
ENSG00000267299.1,AC011444.3,Aorta_Normal,group_enhanced
ENSG00000267550.1,AC022517.1,Aorta_Normal,group_enhanced
ENSG00000268810.1,AC007193.1,Aorta_Normal,group_enhanced
ENSG00000269151.1,AC007193.3,Aorta_Normal,group_enhanced
ENSG00000269292.1,AC093503.1,Aorta_Normal,group_enhanced
ENSG00000270504.1,AL391422.4,Aorta_Normal,group_enhanced
ENSG00000270607.1,AC009549.1,Aorta_Normal,group_enhanced
ENSG00000271554.1,AL138787.2,Aorta_Normal,group_enhanced
ENSG00000271984.1,AL008726.1,Aorta_Normal,group_enhanced
ENSG00000272159.1,AC087623.3,Aorta_Normal,group_enhanced
ENSG00000272239.1,AC011373.1,Aorta_Normal,group_enhanced
ENSG00000272249.1,AP003117.2,Aorta_Normal,group_enhanced
ENSG00000272720.1,AL022322.1,Aorta_Normal,group_enhanced
ENSG00000273372.1,SFTPD-AS1,Aorta_Normal,group_enhanced
ENSG00000273599.1,AL731571.1,Aorta_Normal,group_enhanced
ENSG00000274996.1,AC006449.1,Aorta_Normal,group_enhanced
ENSG00000276012.1,AL160153.1,Aorta_Normal,group_enhanced
ENSG00000279365.1,AP000695.3,Aorta_Normal,group_enhanced
ENSG00000279422.1,AC231657.1,Aorta_Normal,group_enhanced
ENSG00000280143.1,AP000892.4,Aorta_Normal,group_enhanced
ENSG00000280231.1,AL031719.2,Aorta_Normal,group_enhanced
ENSG00000280798.1,LINC00294,Aorta_Normal,group_enhanced
ENSG00000281207.1,SLFNL1-AS1,Aorta_Normal,group_enhanced
ENSG00000282556.3,AC068733.3,Aorta_Normal,group_enhanced
ENSG00000282728.1,PGR-AS1,Aorta_Normal,group_enhanced
ENSG00000283913.1,AL512662.1,Aorta_Normal,group_enhanced
ENSG00000284391.1,AL139398.1,Aorta_Normal,group_enhanced
ENSG00000284966.3,AL138689.2,Aorta_Normal,group_enhanced
ENSG00000285018.1,AC245140.3,Aorta_Normal,group_enhanced
ENSG00000285731.1,AC090644.1,Aorta_Normal,group_enhanced
ENSG00000285766.1,AC092042.4,Aorta_Normal,group_enhanced
ENSG00000285804.2,AC025774.1,Aorta_Normal,group_enhanced
ENSG00000286282.1,AC021733.4,Aorta_Normal,group_enhanced
ENSG00000286337.1,AC025370.2,Aorta_Normal,group_enhanced
ENSG00000286339.1,Z99496.1,Aorta_Normal,group_enhanced
ENSG00000286657.1,AC008453.2,Aorta_Normal,group_enhanced
ENSG00000286735.1,AC126182.3,Aorta_Normal,group_enhanced
ENSG00000286799.1,AC124066.1,Aorta_Normal,group_enhanced
ENSG00000287051.1,AC121757.2,Aorta_Normal,group_enhanced
ENSG00000287142.1,AL355053.1,Aorta_Normal,group_enhanced
ENSG00000287184.1,AC007269.1,Aorta_Normal,group_enhanced
ENSG00000287287.1,AL133476.1,Aorta_Normal,group_enhanced
ENSG00000287470.1,AP001037.1,Aorta_Normal,group_enhanced
ENSG00000288049.1,AC010889.2,Aorta_Normal,group_enhanced
ENSG00000288530.1,AC078860.3,Aorta_Normal,group_enhanced
ENSG00000288597.1,AC234782.2,Aorta_Normal,group_enhanced
LOC101927486,NA,Aorta_Normal,group_enhanced
LOC101927566,NA,Aorta_Normal,group_enhanced
LOC101927840,NA,Aorta_Normal,group_enhanced
LOC105371529,NA,Aorta_Normal,group_enhanced
LOC105375047,NA,Aorta_Normal,group_enhanced
LOC105375634,NA,Aorta_Normal,group_enhanced
LOC105375987,NA,Aorta_Normal,group_enhanced
LOC105377665,NA,Aorta_Normal,group_enhanced
LOC105378781,NA,Aorta_Normal,group_enhanced
LOC105379331,NA,Aorta_Normal,group_enhanced
LOC105379412,NA,Aorta_Normal,group_enhanced
LOC107984585,NA,Aorta_Normal,group_enhanced
LOC107984888,NA,Aorta_Normal,group_enhanced
LOC107984912,NA,Aorta_Normal,group_enhanced
LOC107985077,NA,Aorta_Normal,group_enhanced
LOC107985238,NA,Aorta_Normal,group_enhanced
LOC107985434,NA,Aorta_Normal,group_enhanced
LOC107986455,NA,Aorta_Normal,group_enhanced
LOC107986594,NA,Aorta_Normal,group_enhanced
LOC107987078,NA,Aorta_Normal,group_enhanced
LOC107987221,NA,Aorta_Normal,group_enhanced
LOC124901470,NA,Aorta_Normal,group_enhanced
LOC124902040,NA,Aorta_Normal,group_enhanced
LOC124902273,NA,Aorta_Normal,group_enhanced
LOC124903247,NA,Aorta_Normal,group_enhanced
LOC124903476,NA,Aorta_Normal,group_enhanced
LOC124903491,NA,Aorta_Normal,group_enhanced
LOC124903649,NA,Aorta_Normal,group_enhanced
LOC124903821,NA,Aorta_Normal,group_enhanced
LOC124903944,NA,Aorta_Normal,group_enhanced
LOC124904546,NA,Aorta_Normal,group_enhanced
LOC124905993,NA,Aorta_Normal,group_enhanced
LOC124907864,NA,Aorta_Normal,group_enhanced
MSTRG.SL.chr1.161,NA,Aorta_Normal,group_enhanced
MSTRG.SL.chr1.198,NA,Aorta_Normal,group_enhanced
MSTRG.SL.chr1.2,NA,Aorta_Normal,group_enhanced
MSTRG.SL.chr1.233,NA,Aorta_Normal,group_enhanced
MSTRG.SL.chr1.250,NA,Aorta_Normal,group_enhanced
MSTRG.SL.chr1.344,NA,Aorta_Normal,group_enhanced
MSTRG.SL.chr1.50,NA,Aorta_Normal,group_enhanced
MSTRG.SL.chr1.75,NA,Aorta_Normal,group_enhanced
MSTRG.SL.chr1.76,NA,Aorta_Normal,group_enhanced
MSTRG.SL.chr1.9,NA,Aorta_Normal,group_enhanced
MSTRG.SL.chr10.25,NA,Aorta_Normal,group_enhanced
MSTRG.SL.chr10.37,NA,Aorta_Normal,group_enhanced
MSTRG.SL.chr11.4,NA,Aorta_Normal,group_enhanced
MSTRG.SL.chr11.47,NA,Aorta_Normal,group_enhanced
MSTRG.SL.chr11.66,NA,Aorta_Normal,group_enhanced
MSTRG.SL.chr11.84,NA,Aorta_Normal,group_enhanced
MSTRG.SL.chr11.85,NA,Aorta_Normal,group_enhanced
MSTRG.SL.chr12.101,NA,Aorta_Normal,group_enhanced
MSTRG.SL.chr12.128,NA,Aorta_Normal,group_enhanced
MSTRG.SL.chr12.83,NA,Aorta_Normal,group_enhanced
MSTRG.SL.chr13.7,NA,Aorta_Normal,group_enhanced
MSTRG.SL.chr13.8,NA,Aorta_Normal,group_enhanced
MSTRG.SL.chr14.36,NA,Aorta_Normal,group_enhanced
MSTRG.SL.chr14.40,NA,Aorta_Normal,group_enhanced
MSTRG.SL.chr14.42,NA,Aorta_Normal,group_enhanced
MSTRG.SL.chr14.86,NA,Aorta_Normal,group_enhanced
MSTRG.SL.chr15.108,NA,Aorta_Normal,group_enhanced
MSTRG.SL.chr15.122,NA,Aorta_Normal,group_enhanced
MSTRG.SL.chr15.124,NA,Aorta_Normal,group_enhanced
MSTRG.SL.chr16.22,NA,Aorta_Normal,group_enhanced
MSTRG.SL.chr17.122,NA,Aorta_Normal,group_enhanced
MSTRG.SL.chr17.76,NA,Aorta_Normal,group_enhanced
MSTRG.SL.chr18.23,NA,Aorta_Normal,group_enhanced
MSTRG.SL.chr18.24,NA,Aorta_Normal,group_enhanced
MSTRG.SL.chr18.33,NA,Aorta_Normal,group_enhanced
MSTRG.SL.chr19.216,NA,Aorta_Normal,group_enhanced
MSTRG.SL.chr19.44,NA,Aorta_Normal,group_enhanced
MSTRG.SL.chr19.69,NA,Aorta_Normal,group_enhanced
MSTRG.SL.chr2.196,NA,Aorta_Normal,group_enhanced
MSTRG.SL.chr2.237,NA,Aorta_Normal,group_enhanced
MSTRG.SL.chr2.238,NA,Aorta_Normal,group_enhanced
MSTRG.SL.chr2.3,NA,Aorta_Normal,group_enhanced
MSTRG.SL.chr2.94,NA,Aorta_Normal,group_enhanced
MSTRG.SL.chr20.52,NA,Aorta_Normal,group_enhanced
MSTRG.SL.chr20.7,NA,Aorta_Normal,group_enhanced
MSTRG.SL.chr22.18,NA,Aorta_Normal,group_enhanced
MSTRG.SL.chr22.26,NA,Aorta_Normal,group_enhanced
MSTRG.SL.chr22.86,NA,Aorta_Normal,group_enhanced
MSTRG.SL.chr3.26,NA,Aorta_Normal,group_enhanced
MSTRG.SL.chr3.30,NA,Aorta_Normal,group_enhanced
MSTRG.SL.chr3.42,NA,Aorta_Normal,group_enhanced
MSTRG.SL.chr3.77,NA,Aorta_Normal,group_enhanced
MSTRG.SL.chr4.109,NA,Aorta_Normal,group_enhanced
MSTRG.SL.chr4.12,NA,Aorta_Normal,group_enhanced
MSTRG.SL.chr4.174,NA,Aorta_Normal,group_enhanced
MSTRG.SL.chr4.28,NA,Aorta_Normal,group_enhanced
MSTRG.SL.chr4.29,NA,Aorta_Normal,group_enhanced
MSTRG.SL.chr4.8,NA,Aorta_Normal,group_enhanced
MSTRG.SL.chr4.98,NA,Aorta_Normal,group_enhanced
MSTRG.SL.chr4.99,NA,Aorta_Normal,group_enhanced
MSTRG.SL.chr5.150,NA,Aorta_Normal,group_enhanced
MSTRG.SL.chr5.179,NA,Aorta_Normal,group_enhanced
MSTRG.SL.chr5.22,NA,Aorta_Normal,group_enhanced
MSTRG.SL.chr5.68,NA,Aorta_Normal,group_enhanced
MSTRG.SL.chr5.75,NA,Aorta_Normal,group_enhanced
MSTRG.SL.chr6.113,NA,Aorta_Normal,group_enhanced
MSTRG.SL.chr6.126,NA,Aorta_Normal,group_enhanced
MSTRG.SL.chr6.127,NA,Aorta_Normal,group_enhanced
MSTRG.SL.chr6.44,NA,Aorta_Normal,group_enhanced
MSTRG.SL.chr6.98,NA,Aorta_Normal,group_enhanced
MSTRG.SL.chr7.111,NA,Aorta_Normal,group_enhanced
MSTRG.SL.chr7.68,NA,Aorta_Normal,group_enhanced
MSTRG.SL.chr7.7,NA,Aorta_Normal,group_enhanced
MSTRG.SL.chr7.88,NA,Aorta_Normal,group_enhanced
MSTRG.SL.chr8.107,NA,Aorta_Normal,group_enhanced
MSTRG.SL.chr8.26,NA,Aorta_Normal,group_enhanced
MSTRG.SL.chr8.69,NA,Aorta_Normal,group_enhanced
MSTRG.SL.chr8.82,NA,Aorta_Normal,group_enhanced
MSTRG.SL.chr9.108,NA,Aorta_Normal,group_enhanced
MSTRG.SL.chr9.114,NA,Aorta_Normal,group_enhanced
MSTRG.SL.chr9.41,NA,Aorta_Normal,group_enhanced
MSTRG.SL.chr9.5,NA,Aorta_Normal,group_enhanced
MSTRG.SL.chrX.53,NA,Aorta_Normal,group_enhanced
NONHSAG001658.2,NA,Aorta_Normal,group_enhanced
NONHSAG005913.3,NA,Aorta_Normal,group_enhanced
NONHSAG013789.2,NA,Aorta_Normal,group_enhanced
NONHSAG013810.2,NA,Aorta_Normal,group_enhanced
NONHSAG018300.2,NA,Aorta_Normal,group_enhanced
NONHSAG018987.2,NA,Aorta_Normal,group_enhanced
NONHSAG024636.2,NA,Aorta_Normal,group_enhanced
NONHSAG026084.3,NA,Aorta_Normal,group_enhanced
NONHSAG042758.2,NA,Aorta_Normal,group_enhanced
NONHSAG044181.3,NA,Aorta_Normal,group_enhanced
NONHSAG048421.2,NA,Aorta_Normal,group_enhanced
NONHSAG049194.2,NA,Aorta_Normal,group_enhanced
NONHSAG051998.2,NA,Aorta_Normal,group_enhanced
NONHSAG056129.1,NA,Aorta_Normal,group_enhanced
NONHSAG056385.1,NA,Aorta_Normal,group_enhanced
NONHSAG057536.1,NA,Aorta_Normal,group_enhanced
NONHSAG057639.1,NA,Aorta_Normal,group_enhanced
NONHSAG060337.1,NA,Aorta_Normal,group_enhanced
NONHSAG062635.1,NA,Aorta_Normal,group_enhanced
NONHSAG067609.1,NA,Aorta_Normal,group_enhanced
NONHSAG069244.1,NA,Aorta_Normal,group_enhanced
NONHSAG070215.1,NA,Aorta_Normal,group_enhanced
NONHSAG070472.1,NA,Aorta_Normal,group_enhanced
NONHSAG070878.1,NA,Aorta_Normal,group_enhanced
NONHSAG071516.1,NA,Aorta_Normal,group_enhanced
NONHSAG077155.1,NA,Aorta_Normal,group_enhanced
NONHSAG079227.1,NA,Aorta_Normal,group_enhanced
NONHSAG079429.1,NA,Aorta_Normal,group_enhanced
NONHSAG081322.1,NA,Aorta_Normal,group_enhanced
NONHSAG082822.1,NA,Aorta_Normal,group_enhanced
NONHSAG084549.1,NA,Aorta_Normal,group_enhanced
NONHSAG084698.1,NA,Aorta_Normal,group_enhanced
NONHSAG084936.1,NA,Aorta_Normal,group_enhanced
NONHSAG085331.1,NA,Aorta_Normal,group_enhanced
NONHSAG085460.1,NA,Aorta_Normal,group_enhanced
NONHSAG085463.1,NA,Aorta_Normal,group_enhanced
NONHSAG088530.1,NA,Aorta_Normal,group_enhanced
NONHSAG088531.1,NA,Aorta_Normal,group_enhanced
NONHSAG093117.1,NA,Aorta_Normal,group_enhanced
NONHSAG093516.1,NA,Aorta_Normal,group_enhanced
NONHSAG093541.1,NA,Aorta_Normal,group_enhanced
NONHSAG093703.1,NA,Aorta_Normal,group_enhanced
NONHSAG096205.1,NA,Aorta_Normal,group_enhanced
NONHSAG096317.1,NA,Aorta_Normal,group_enhanced
NONHSAG096468.1,NA,Aorta_Normal,group_enhanced
NONHSAG096718.1,NA,Aorta_Normal,group_enhanced
NONHSAG097219.1,NA,Aorta_Normal,group_enhanced
NONHSAG097282.1,NA,Aorta_Normal,group_enhanced
NONHSAG102368.1,NA,Aorta_Normal,group_enhanced
NONHSAG103650.2,NA,Aorta_Normal,group_enhanced
NONHSAG104886.1,NA,Aorta_Normal,group_enhanced
NONHSAG104887.1,NA,Aorta_Normal,group_enhanced
NONHSAG105754.1,NA,Aorta_Normal,group_enhanced
NONHSAG105859.1,NA,Aorta_Normal,group_enhanced
NONHSAG106376.1,NA,Aorta_Normal,group_enhanced
NONHSAG106440.1,NA,Aorta_Normal,group_enhanced
NONHSAG106542.1,NA,Aorta_Normal,group_enhanced
